Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
Standard Class,Consumer,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.624,1,0.2,0.4264,4,4,2,6,2015,26,2.0992
Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,1.112,0,10,4,4,2017,20,3.5584000000000007
Same Day,Home Office,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.6784,0,5,2,6,2015,10,29.4272
Standard Class,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536,7,1,1,0,2017,30,7.4752
Second Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996,2,6,2,5,2015,13,2.7392000000000003
Second Class,Home Office,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,14.2272,5,12,4,0,2015,21,47.92320000000001
Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965,4,8,3,1,2014,12,38.368
Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,1.752,1,0.2,0.1533,5,4,2,1,2017,11,1.4016000000000002
Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,20.992,8,0.2,2.3616,5,4,2,1,2017,11,16.7936
Standard Class,Consumer,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,3.504,5,2,1,3,2017,16,22.425600000000003
Second Class,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,3.536,2,0.2,0.3094,4,12,4,0,2016,5,2.8288
Standard Class,Consumer,Orlando,Florida,32839,South,Office Supplies,Art,55.984,2,0.2,4.1988,4,11,4,4,2017,3,44.787200000000006
Standard Class,Consumer,Jackson,Tennessee,38301,South,Office Supplies,Art,23.128,7,0.2,2.891,6,12,4,4,2017,22,18.5024
Standard Class,Corporate,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,1.7262,5,12,4,5,2017,2,15.782400000000003
Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9.344,2,0.2,1.168,4,12,4,3,2015,3,7.4752
Second Class,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,1.6324,2,3,1,3,2016,24,14.9248
Second Class,Consumer,Avondale,Arizona,85323,West,Office Supplies,Art,14.576,2,0.2,2.3686,5,9,3,3,2015,24,11.660800000000002
Second Class,Consumer,Avondale,Arizona,85323,West,Office Supplies,Art,16.464,7,0.2,1.8522,5,9,3,3,2015,24,13.171199999999999
Standard Class,Corporate,Tallahassee,Florida,32303,South,Office Supplies,Art,6.576,3,0.2,0.5754,6,10,4,4,2017,27,5.2608
Second Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Art,1.344,1,0.2,0.504,4,12,4,1,2014,23,1.0752000000000002
Standard Class,Consumer,Arlington Heights,Illinois,60004,Central,Office Supplies,Art,14.112,6,0.2,1.2348,4,11,4,4,2016,11,11.2896
Standard Class,Consumer,Peoria,Arizona,85345,West,Office Supplies,Art,10.272,3,0.2,1.1556,6,8,3,0,2015,17,8.217600000000001
Standard Class,Home Office,Jacksonville,Florida,32216,South,Office Supplies,Art,16.256,2,0.2,1.2192,4,4,2,4,2017,7,13.004800000000001
First Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,19.456,4,0.2,3.4048,4,2,1,3,2014,27,15.5648
Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Art,54.208,14,0.2,8.8088,7,2,1,0,2014,17,43.3664
Same Day,Consumer,Tampa,Florida,33614,South,Office Supplies,Art,4.032,2,0.2,1.0584,0,3,1,0,2014,31,3.2256
Same Day,Consumer,Columbus,Ohio,43229,East,Office Supplies,Art,17.12,5,0.2,1.926,0,9,3,3,2015,24,13.696000000000002
Standard Class,Consumer,Wheeling,Illinois,60090,Central,Office Supplies,Art,121.536,4,0.2,15.192,5,7,3,6,2017,23,97.2288
Standard Class,Corporate,Bowling Green,Ohio,43402,East,Office Supplies,Art,86.352,3,0.2,5.397,5,11,4,3,2017,16,69.08160000000001
First Class,Corporate,Greensboro,North Carolina,27405,South,Office Supplies,Art,64.68,7,0.2,8.085,2,8,3,3,2015,13,51.74400000000001
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,5.344,2,0.2,0.668,4,10,4,1,2016,11,4.275200000000001
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,27.72,3,0.2,3.465,4,10,4,1,2016,11,22.176000000000002
Standard Class,Corporate,Toledo,Ohio,43615,East,Office Supplies,Art,10.368,2,0.2,1.5552,5,1,1,0,2015,12,8.294400000000001
Second Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Art,120.768,4,0.2,9.0576,4,11,4,4,2014,7,96.6144
Standard Class,Corporate,Saint Petersburg,Florida,33710,South,Office Supplies,Art,4.448,2,0.2,0.3336,4,6,2,0,2015,8,3.5584000000000007
Same Day,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Art,19.152,2,0.2,1.197,0,10,4,4,2017,6,15.321600000000002
Standard Class,Consumer,Chandler,Arizona,85224,West,Office Supplies,Art,9.344,2,0.2,1.8688,5,10,4,4,2017,6,7.4752
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,3.264,2,0.2,1.1016,4,9,3,3,2015,17,2.6112
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,86.304,6,0.2,9.7092,4,9,3,3,2015,17,69.0432
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,15.76,2,0.2,3.546,4,9,3,3,2015,17,12.608
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,4,10,4,4,2017,13,47.769600000000004
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,4,10,4,4,2017,13,19.872
First Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744,2,12,4,6,2014,28,79.3088
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389,2,8,3,1,2016,30,43.3792
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.831,2,8,3,1,2016,30,80.19200000000001
Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,1.116,4,4,2,6,2014,13,14.284800000000002
Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,4,4,2,6,2014,13,24.7936
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3,0.2,-7.2672,4,9,3,3,2015,3,29.0688
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,666.248,1,0.2,-149.9058,4,9,3,3,2015,3,532.9984000000001
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,19.692,4,9,3,3,2015,3,42.009600000000006
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632,2,0.2,1.0178,2,7,3,3,2016,14,9.3056
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2,0.2,0.73,5,7,3,5,2016,16,4.672
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168,9,0.2,2.3814,4,5,2,4,2014,23,16.9344
First Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,3,9,3,3,2016,29,12.748800000000001
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,447.696,2,0.2,33.5772,4,6,2,0,2016,20,358.15680000000003
Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,30.072,3,0.2,10.1493,2,1,1,3,2014,16,24.0576
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,6.208,2,0.2,2.1728,4,6,2,1,2015,16,4.9664
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008,7,11,4,3,2016,24,3.5328000000000004
Standard Class,Home Office,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,124.608,4,0.2,-23.364,4,6,2,6,2016,5,99.6864
Standard Class,Home Office,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,7.56,3,0.2,2.646,4,6,2,6,2016,5,6.048
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.672,1,0.2,1.5768,4,9,3,5,2017,9,3.7376
Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.256,7,0.2,9.2442,6,10,4,3,2017,19,98.60480000000001
First Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896,2,4,2,6,2014,6,8.2432
Second Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.848,2,0.2,0.5992,3,9,3,3,2015,24,5.478400000000001
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,0.2,1.764,7,11,4,5,2014,29,4.032
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,9.344,1,0.2,3.504,6,5,2,0,2016,9,7.4752
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.36,5,0.2,9.92,6,5,2,0,2016,9,63.488
First Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,3.168,2,0.2,-0.7128,2,11,4,6,2015,1,2.5344
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,64.784,1,0.2,-14.5764,6,9,3,6,2014,7,51.827200000000005
First Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,99.28,2,0.2,12.41,3,4,2,0,2017,24,79.424
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,434.352,3,0.2,43.4352,1,12,4,5,2015,19,347.4816
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,3.552,2,0.2,0.444,1,12,4,5,2015,19,2.8416
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,88.832,4,0.2,7.7728,1,12,4,5,2015,19,71.0656
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,11.168,2,0.2,-2.5128,4,10,4,0,2017,30,8.9344
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,19.536,3,0.2,4.884,7,1,1,6,2014,5,15.628800000000002
Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406,4,9,3,4,2017,22,3730.9888
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,78.256,2,0.2,-17.6076,6,6,2,3,2015,25,62.604800000000004
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,11.12,5,0.2,0.834,2,7,3,5,2015,11,8.895999999999999
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,104.68,5,0.2,35.3295,4,12,4,4,2017,1,83.74400000000001
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,4,11,4,0,2015,30,8.4672
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,16.688,7,0.2,5.4236,4,9,3,3,2016,1,13.3504
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,1.917,5,8,3,4,2014,1,4.544
Second Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,3,8,3,1,2017,15,1441.3056000000001
Second Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,143.952,3,0.2,14.3952,5,9,3,4,2014,26,115.1616
Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,8.928,2,0.2,0.6696,6,6,2,3,2017,22,7.142400000000001
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,3,1,1,6,2017,15,27.5072
First Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,3,1,1,6,2017,15,1539.3280000000002
First Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,3,6,2,3,2016,2,51.827200000000005
Same Day,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.2,2.37,0,11,4,2,2016,23,12.64
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,4,6,2,5,2014,21,19.916800000000002
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,4,6,2,5,2014,21,35.5328
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,18.704,7,0.2,2.338,4,12,4,0,2017,18,14.9632
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,1.504,1,0.2,0.1692,6,5,2,3,2016,26,1.2032
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.848,2,0.2,6.534,6,5,2,3,2016,26,27.8784
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,281.904,2,0.2,10.5714,4,10,4,5,2014,11,225.5232
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833,4,10,4,5,2014,11,161.1456
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,4,11,4,1,2014,18,61.433600000000006
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,84.784,2,0.2,-16.9568,4,7,3,4,2016,29,67.8272
Standard Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,2.624,1,0.2,0.4264,6,12,4,5,2017,9,2.0992
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,82.368,2,0.2,-19.5624,5,5,2,3,2016,12,65.8944
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,98.112,7,0.2,18.396,5,4,2,6,2015,5,78.4896
Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,563.808,4,0.2,21.1428,5,4,2,6,2015,5,451.0464
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,5.472,3,0.2,1.6416,7,8,3,4,2016,26,4.3776
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,7.872,3,0.2,0.8856,6,9,3,3,2016,22,6.2976
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,39.296,4,0.2,3.9296,3,11,4,1,2017,21,31.4368
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.224,3,0.2,1.4784,4,9,3,0,2014,29,3.3792000000000004
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,55.44,11,0.2,18.018,4,9,3,0,2014,29,44.352000000000004
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,4,9,3,0,2014,29,1441.3056000000001
First Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,37.392,3,0.2,2.337,3,12,4,4,2017,1,29.913600000000002
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,29.24,5,0.2,9.8685,4,9,3,3,2017,7,23.392
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,4.896,3,0.2,1.6524,4,9,3,3,2017,7,3.9168000000000003
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,5,12,4,5,2016,3,315.8528
First Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808,9,0.2,7.0227,3,9,3,6,2014,21,16.6464
Second Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408,7,0.2,0.7056,5,8,3,1,2017,29,7.5264
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,38.976,3,0.2,-2.436,5,7,3,6,2015,5,31.1808
First Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,2,6,2,4,2016,10,18.8928
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,4,5,2,6,2015,3,47.92320000000001
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,4,5,2,6,2015,3,18.9568
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,4,5,2,6,2015,3,14.56
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,4,5,2,6,2015,3,61.4016
Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,5,8,3,0,2016,29,8.4672
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,62.808,3,0.2,21.1977,5,11,4,6,2014,23,50.2464
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.656,2,0.2,5.6316,5,12,4,4,2014,26,27.724800000000002
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,81.552,2,0.2,8.1552,5,12,4,4,2014,26,65.2416
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,227.136,4,0.2,-42.588,5,12,4,4,2014,26,181.7088
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,24.4,2,0.2,7.93,4,11,4,5,2015,7,19.52
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,19.692,4,10,4,5,2014,18,42.009600000000006
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,186.912,6,0.2,-35.046,4,10,4,5,2014,18,149.52960000000002
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1,0.2,1.0738,4,7,3,1,2017,25,2.6432
Standard Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,5,4,2,3,2015,16,10.0608
First Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,2,12,4,4,2014,5,278.79040000000003
First Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,2,12,4,4,2014,5,138.1888
Standard Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336,4,4,2,4,2017,28,6.7072
Standard Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704,4,4,2,4,2017,28,5.478400000000001
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,4,11,4,3,2017,2,16.1088
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,4,11,4,3,2017,2,7.0848
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806,5,12,4,0,2017,4,10.7136
Standard Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.672,1,0.2,0.584,4,1,1,0,2016,4,3.7376
First Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3,0.2,1.0269,2,4,2,1,2015,7,9.388800000000002
First Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044,2,7,3,4,2017,7,10.7136
First Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688,2,4,2,6,2015,5,19.1232
Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,17.544,3,0.2,5.9211,7,8,3,6,2017,13,14.035200000000001
First Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,51.336,3,0.2,5.7753,3,4,2,3,2017,20,41.0688
First Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,332.704,1,0.2,33.2704,3,4,2,3,2017,20,266.1632
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,106.8,10,0.2,10.68,5,8,3,4,2015,7,85.44
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,71.376,3,0.2,-4.461,7,10,4,5,2017,21,57.10080000000001
Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,4,2,1,1,2016,23,46.0608
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,83.92,5,0.2,-13.637,7,10,4,0,2014,6,67.13600000000001
First Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,4.928,2,0.2,1.7248,3,10,4,4,2016,7,3.9424
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464,4,3,1,1,2016,8,4.7872
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,6,7,3,3,2016,7,8.064
Second Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,37.752,3,0.2,4.2471,3,7,3,1,2017,25,30.201600000000003
Second Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,259.92,5,0.2,-25.992,3,7,3,1,2017,25,207.93600000000004
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,41.584,2,0.2,4.6782,4,7,3,0,2014,14,33.2672
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.148,5,7,3,1,2017,18,7.3472
Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,43.28,1,0.2,3.246,5,3,1,5,2017,11,34.624
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088,6,10,4,6,2017,22,25.344
Second Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724,4,2,1,1,2015,10,61.792
Standard Class,Home Office,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,16.52,5,0.2,5.369,7,9,3,3,2016,22,13.216000000000001
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928,6,11,4,0,2016,28,10.1376
Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544,2,0.2,-7.7292,6,11,4,0,2016,28,26.0352
Second Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,2,3,1,6,2016,13,442.048
